hh1,hh2,hh6,hh7,zone,ln,mn_age_yrs,mn_attended_sch,mn_mstatus,mma1,mwage,mn_overall_happiness,mn_life_satisfaction,mn_life_satisfaction_last_year,mn_life_satisfaction_expectation,mn_education,windex5,survey,consent,mnweight
1388.0,9.0,RURAL,ONDO,South West,1.0,41.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,9,IMPROVED,BETTER,Primary,Fourth,MICS,YES,0.731884258392987
1388.0,11.0,RURAL,ONDO,South West,2.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Second,MICS,YES,0.731884258392987
1388.0,11.0,RURAL,ONDO,South West,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Junior secondary,Second,MICS,YES,0.731884258392987
1388.0,13.0,RURAL,ONDO,South West,2.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,8,IMPROVED,BETTER,Primary,Middle,MICS,YES,0.731884258392987
1388.0,13.0,RURAL,ONDO,South West,4.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.731884258392987
1388.0,13.0,RURAL,ONDO,South West,5.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,7,IMPROVED,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,0.731884258392987
1388.0,15.0,RURAL,ONDO,South West,2.0,25.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.731884258392987
1388.0,19.0,RURAL,ONDO,South West,1.0,23.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Junior secondary,Middle,MICS,YES,0.731884258392987
1389.0,2.0,RURAL,ONDO,South West,2.0,35.0,YES,Never married/in union,"NO, NOT IN UNION",35-39,VERY HAPPY,7,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,0.909910159083174
1389.0,2.0,RURAL,ONDO,South West,3.0,30.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,VERY HAPPY,9,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,0.909910159083174
1389.0,2.0,RURAL,ONDO,South West,4.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.909910159083174
1389.0,4.0,RURAL,ONDO,South West,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.909910159083174
1389.0,4.0,RURAL,ONDO,South West,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.909910159083174
1389.0,10.0,RURAL,ONDO,South West,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,8,IMPROVED,BETTER,Primary,Middle,MICS,YES,0.909910159083174
1389.0,10.0,RURAL,ONDO,South West,3.0,24.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,0.909910159083174
1389.0,10.0,RURAL,ONDO,South West,5.0,20.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,7,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,0.909910159083174
1389.0,10.0,RURAL,ONDO,South West,6.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.909910159083174
1389.0,12.0,RURAL,ONDO,South West,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.909910159083174
1389.0,14.0,RURAL,ONDO,South West,3.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,0.909910159083174
1389.0,16.0,RURAL,ONDO,South West,4.0,31.0,YES,Never married/in union,"NO, NOT IN UNION",30-34,VERY HAPPY,8,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,0.909910159083174
1389.0,18.0,RURAL,ONDO,South West,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.909910159083174
1390.0,1.0,RURAL,ONDO,South West,1.0,39.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,1,WORSENED,BETTER,Primary,Middle,MICS,YES,1.602293115728848
1390.0,9.0,RURAL,ONDO,South West,1.0,38.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,3,IMPROVED,MORE OR LESS THE SAME,Senior secondary,Middle,MICS,YES,1.602293115728848
1390.0,11.0,RURAL,ONDO,South West,5.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,Primary,Second,MICS,YES,1.602293115728848
1390.0,11.0,RURAL,ONDO,South West,7.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
1390.0,13.0,RURAL,ONDO,South West,4.0,,,,,,,,,,,0.0,MICS,NO / NOT ASKED,0.0
1390.0,17.0,RURAL,ONDO,South West,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,2,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.602293115728848
1390.0,17.0,RURAL,ONDO,South West,3.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,1.602293115728848
1390.0,19.0,RURAL,ONDO,South West,1.0,34.0,YES,Formerly married/in union,"NO, NOT IN UNION",30-34,VERY HAPPY,0,WORSENED,BETTER,Senior secondary,Second,MICS,YES,1.602293115728848
1391.0,4.0,RURAL,ONDO,South West,2.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,4,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.34163637157743
1391.0,4.0,RURAL,ONDO,South West,3.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,1.34163637157743
1391.0,12.0,RURAL,ONDO,South West,1.0,41.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.34163637157743
1391.0,16.0,RURAL,ONDO,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.34163637157743
1391.0,20.0,RURAL,ONDO,South West,1.0,47.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.34163637157743
1392.0,7.0,RURAL,ONDO,South West,4.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,7,IMPROVED,BETTER,Primary,Poorest,MICS,YES,1.11803030964786
1392.0,7.0,RURAL,ONDO,South West,7.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,7,IMPROVED,BETTER,Primary,Poorest,MICS,YES,1.11803030964786
1392.0,9.0,RURAL,ONDO,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,8,IMPROVED,BETTER,Primary,Second,MICS,YES,1.11803030964786
1392.0,9.0,RURAL,ONDO,South West,4.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,Junior secondary,Second,MICS,YES,1.11803030964786
1392.0,9.0,RURAL,ONDO,South West,7.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Junior secondary,Second,MICS,YES,1.11803030964786
1392.0,11.0,RURAL,ONDO,South West,3.0,25.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.11803030964786
1392.0,11.0,RURAL,ONDO,South West,4.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.11803030964786
1392.0,13.0,RURAL,ONDO,South West,3.0,24.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.11803030964786
1392.0,15.0,RURAL,ONDO,South West,1.0,31.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.11803030964786
1392.0,19.0,RURAL,ONDO,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,9,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,1.11803030964786
1392.0,19.0,RURAL,ONDO,South West,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,1.11803030964786
1392.0,19.0,RURAL,ONDO,South West,4.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.11803030964786
1393.0,8.0,URBAN,ONDO,South West,1.0,40.0,YES,Never married/in union,"NO, NOT IN UNION",40-44,VERY HAPPY,8,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,1.29286029955274
1393.0,10.0,URBAN,ONDO,South West,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,8,IMPROVED,BETTER,Higher/tertiary,Middle,MICS,YES,1.29286029955274
1393.0,12.0,URBAN,ONDO,South West,3.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,1.29286029955274
1393.0,14.0,URBAN,ONDO,South West,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,1.29286029955274
1393.0,20.0,URBAN,ONDO,South West,5.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,7,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,1.29286029955274
1393.0,20.0,URBAN,ONDO,South West,6.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,1.29286029955274
1394.0,4.0,URBAN,ONDO,South West,2.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,1.01581880679144
1394.0,8.0,URBAN,ONDO,South West,3.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,1.01581880679144
1394.0,10.0,URBAN,ONDO,South West,1.0,47.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Primary,Fourth,MICS,YES,1.01581880679144
1394.0,14.0,URBAN,ONDO,South West,1.0,44.0,YES,Formerly married/in union,"NO, NOT IN UNION",40-44,NEITHER HAPPY NOR UNHAPPY,1,MORE OR LESS THE SAME,MORE OR LESS THE SAME,Primary,Richest,MICS,YES,1.01581880679144
1394.0,18.0,URBAN,ONDO,South West,1.0,30.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,1.01581880679144
1394.0,20.0,URBAN,ONDO,South West,4.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,4,MORE OR LESS THE SAME,BETTER,Higher/tertiary,Fourth,MICS,YES,1.01581880679144
1395.0,3.0,RURAL,ONDO,South West,4.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,VERY HAPPY,8,IMPROVED,BETTER,Higher/tertiary,Second,MICS,YES,1.67704546447179
1395.0,3.0,RURAL,ONDO,South West,5.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,7,IMPROVED,BETTER,Junior secondary,Second,MICS,YES,1.67704546447179
1395.0,3.0,RURAL,ONDO,South West,6.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,4,IMPROVED,BETTER,Primary,Second,MICS,YES,1.67704546447179
1395.0,7.0,RURAL,ONDO,South West,1.0,28.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,VERY HAPPY,7,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.67704546447179
1395.0,9.0,RURAL,ONDO,South West,1.0,25.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.67704546447179
1395.0,11.0,RURAL,ONDO,South West,1.0,39.0,YES,Formerly married/in union,"NO, NOT IN UNION",35-39,SOMEWHAT HAPPY,4,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.67704546447179
1395.0,13.0,RURAL,ONDO,South West,4.0,28.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,4,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.67704546447179
1395.0,13.0,RURAL,ONDO,South West,5.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.67704546447179
1396.0,1.0,URBAN,ONDO,South West,2.0,29.0,YES,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,0.449853155800642
1396.0,5.0,URBAN,ONDO,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.449853155800642
1396.0,7.0,URBAN,ONDO,South West,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,0.449853155800642
1396.0,7.0,URBAN,ONDO,South West,3.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,1,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,0.449853155800642
1396.0,9.0,URBAN,ONDO,South West,1.0,22.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,1,MORE OR LESS THE SAME,BETTER,Senior secondary,Middle,MICS,YES,0.449853155800642
1396.0,13.0,URBAN,ONDO,South West,1.0,29.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,SOMEWHAT HAPPY,1,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.449853155800642
1396.0,15.0,URBAN,ONDO,South West,1.0,40.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,None,Second,MICS,YES,0.449853155800642
1396.0,19.0,URBAN,ONDO,South West,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,Primary,Fourth,MICS,YES,0.449853155800642
1396.0,19.0,URBAN,ONDO,South West,3.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,1,MORE OR LESS THE SAME,BETTER,Junior secondary,Fourth,MICS,YES,0.449853155800642
1397.0,3.0,RURAL,ONDO,South West,1.0,36.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,2,IMPROVED,BETTER,Higher/tertiary,Poorest,MICS,YES,0.835097842958247
1397.0,5.0,RURAL,ONDO,South West,1.0,41.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.835097842958247
1397.0,9.0,RURAL,ONDO,South West,1.0,42.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY HAPPY,8,IMPROVED,BETTER,Primary,Poorest,MICS,YES,0.835097842958247
1397.0,11.0,RURAL,ONDO,South West,1.0,27.0,NO,Never married/in union,"NO, NOT IN UNION",25-29,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.835097842958247
1397.0,13.0,RURAL,ONDO,South West,3.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,WORSENED,BETTER,Senior secondary,Poorest,MICS,YES,0.835097842958247
1397.0,15.0,RURAL,ONDO,South West,1.0,35.0,NO,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,None,Poorest,MICS,YES,0.835097842958247
1397.0,17.0,RURAL,ONDO,South West,5.0,30.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,2,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,0.835097842958247
1397.0,19.0,RURAL,ONDO,South West,1.0,34.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,2,IMPROVED,BETTER,Primary,Second,MICS,YES,0.835097842958247
1398.0,2.0,URBAN,ONDO,South West,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,2,MORE OR LESS THE SAME,BETTER,Senior secondary,Fourth,MICS,YES,0.680755712337002
1398.0,8.0,URBAN,ONDO,South West,1.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Primary,Middle,MICS,YES,0.680755712337002
1398.0,14.0,URBAN,ONDO,South West,1.0,33.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,SOMEWHAT HAPPY,2,IMPROVED,BETTER,Primary,Fourth,MICS,YES,0.680755712337002
1398.0,18.0,URBAN,ONDO,South West,1.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,VERY UNHAPPY,2,WORSENED,BETTER,Senior secondary,Richest,MICS,YES,0.680755712337002
1399.0,4.0,URBAN,ONDO,South West,1.0,33.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY UNHAPPY,3,WORSENED,BETTER,Junior secondary,Richest,MICS,YES,1.29169032597277
1399.0,6.0,URBAN,ONDO,South West,4.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,2,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.29169032597277
1399.0,14.0,URBAN,ONDO,South West,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,3,IMPROVED,BETTER,Primary,Richest,MICS,YES,1.29169032597277
1399.0,14.0,URBAN,ONDO,South West,3.0,21.0,YES,Never married/in union,"NO, NOT IN UNION",20-24,SOMEWHAT HAPPY,1,MORE OR LESS THE SAME,BETTER,Senior secondary,Richest,MICS,YES,1.29169032597277
1399.0,18.0,URBAN,ONDO,South West,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Richest,MICS,YES,1.29169032597277
1400.0,2.0,RURAL,ONDO,South West,2.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,1,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.9019505013641
1400.0,4.0,RURAL,ONDO,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,3,MORE OR LESS THE SAME,BETTER,Primary,Second,MICS,YES,1.9019505013641
1400.0,8.0,RURAL,ONDO,South West,1.0,33.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY UNHAPPY,0,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,1.9019505013641
1400.0,10.0,RURAL,ONDO,South West,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,3,IMPROVED,BETTER,Higher/tertiary,Second,MICS,YES,1.9019505013641
1400.0,12.0,RURAL,ONDO,South West,2.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,IMPROVED,BETTER,Junior secondary,Second,MICS,YES,1.9019505013641
1400.0,14.0,RURAL,ONDO,South West,1.0,35.0,YES,Currently married/in union,"YES, LIVING WITH A PARTNER",35-39,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Primary,Second,MICS,YES,1.9019505013641
1400.0,16.0,RURAL,ONDO,South West,1.0,45.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.9019505013641
1400.0,18.0,RURAL,ONDO,South West,1.0,23.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",20-24,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.9019505013641
1400.0,20.0,RURAL,ONDO,South West,1.0,33.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",30-34,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Poorest,MICS,YES,1.9019505013641
1401.0,1.0,RURAL,OSUN,South West,1.0,35.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,VERY HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.565023462797816
1401.0,3.0,RURAL,OSUN,South West,1.0,39.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Higher/tertiary,Second,MICS,YES,0.565023462797816
1401.0,7.0,RURAL,OSUN,South West,1.0,40.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Primary,Poorest,MICS,YES,0.565023462797816
1401.0,7.0,RURAL,OSUN,South West,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.565023462797816
1401.0,7.0,RURAL,OSUN,South West,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Junior secondary,Poorest,MICS,YES,0.565023462797816
1401.0,9.0,RURAL,OSUN,South West,1.0,39.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",35-39,SOMEWHAT HAPPY,9,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.565023462797816
1401.0,17.0,RURAL,OSUN,South West,1.0,48.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Primary,Second,MICS,YES,0.565023462797816
1401.0,19.0,RURAL,OSUN,South West,1.0,49.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.565023462797816
1401.0,19.0,RURAL,OSUN,South West,3.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,MORE OR LESS THE SAME,BETTER,Senior secondary,Poorest,MICS,YES,0.565023462797816
1401.0,19.0,RURAL,OSUN,South West,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,5,MORE OR LESS THE SAME,BETTER,Junior secondary,Poorest,MICS,YES,0.565023462797816
1402.0,2.0,RURAL,OSUN,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Primary,Middle,MICS,YES,0.457400946937154
1402.0,2.0,RURAL,OSUN,South West,3.0,19.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,0.457400946937154
1402.0,2.0,RURAL,OSUN,South West,4.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Primary,Middle,MICS,YES,0.457400946937154
1402.0,4.0,RURAL,OSUN,South West,2.0,15.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Junior secondary,Middle,MICS,YES,0.457400946937154
1402.0,8.0,RURAL,OSUN,South West,1.0,46.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",45-49,VERY HAPPY,8,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,0.457400946937154
1402.0,16.0,RURAL,OSUN,South West,1.0,43.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",40-44,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Primary,Middle,MICS,YES,0.457400946937154
1402.0,16.0,RURAL,OSUN,South West,3.0,16.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Junior secondary,Middle,MICS,YES,0.457400946937154
1402.0,18.0,RURAL,OSUN,South West,2.0,18.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,SOMEWHAT HAPPY,7,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.457400946937154
1402.0,20.0,RURAL,OSUN,South West,1.0,25.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",25-29,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Second,MICS,YES,0.457400946937154
1403.0,3.0,URBAN,OSUN,South West,1.0,22.0,YES,Currently married/in union,"YES, CURRENTLY MARRIED",20-24,SOMEWHAT HAPPY,6,IMPROVED,BETTER,Senior secondary,Middle,MICS,YES,1.21852199665007
1403.0,7.0,URBAN,OSUN,South West,3.0,17.0,YES,Never married/in union,"NO, NOT IN UNION",15-19,VERY HAPPY,9,IMPROVED,BETTER,Senior secondary,Fourth,MICS,YES,1.21852199665007
